sku,brand,product_name,category,gender,season,region,date,competitor_price,our_cost,min_margin,our_current_price,size,color,material,store,store_id
VN-CSL-M-295,Vans,Vans Street Classic (Men's),Casual,Men's,Spring,Northeast,4/17/2024,79.2,48.94,0.32,78.99,12,Multicolor,Synthetic,DSW,Store_40
VN-CSL-W-296,Vans,Vans Urban Walker (Women's),Casual,Women's,Winter,South,12/9/2024,84.68,50.79,0.31,70.86,7.5,Multicolor,Suede,DSW,Store_24
VN-LFS-M-297,Vans,Vans Vintage Wave (Men's),Lifestyle,Men's,Fall,Midwest,10/24/2024,70.65,47.49,0.24,64.67,8.5,White,Suede,Amazon,Store_93
AD-HIK-M-298,Adidas,Adidas Terrain Master (Men's),Hiking,Men's,Fall,South,10/26/2024,124.95,55.62,0.34,103.72,10.5,Brown,Synthetic,Zappos,Store_89
NB-RUN-Y-299,New Balance,New Balance Speed Boost Elite (Youth),Running,Youth,Winter,South,1/10/2025,69.68,56.9,0.31,61.3,6Y,Green,Knit,Nike Store,Store_87
AS-BSK-W-300,ASICS,ASICS Court Dominator (Women's),Basketball,Women's,Winter,Southwest,1/10/2025,122.32,97.84,0.25,142.75,10,Red,Leather,Amazon,Store_34
VN-RUN-U-301,Vans,Vans Speed Boost Elite (Unisex),Running,Unisex,Winter,Southwest,1/31/2025,72.72,46.47,0.25,68.08,8,Black,Synthetic,Kohl's,Store_84
SK-CSL-U-302,Skechers,Skechers Chill Step (Unisex),Casual,Unisex,Spring,Southwest,5/2/2024,74.49,52.53,0.31,81.74,8,White,Synthetic,Foot Locker,Store_85
VN-CSL-U-303,Vans,Vans Urban Walker (Unisex),Casual,Unisex,Winter,South,1/21/2024,35.83,29.88,0.26,36.31,11,Multicolor,Leather,Kohl's,Store_46
NK-TRN-Y-304,Nike,Nike Iron Sole (Youth),Training,Youth,Winter,West Coast,12/26/2024,105.94,70.74,0.37,94.21,3.5Y,Brown,Mesh,Academy Sports,Store_14
CV-CSL-U-305,Converse,Converse Daily Comfort (Unisex),Casual,Unisex,Spring,West Coast,4/24/2024,72.4,40.59,0.24,70.28,10,Multicolor,Canvas,Zappos,Store_49
AS-RUN-W-306,ASICS,ASICS Speed Boost Elite (Women's),Running,Women's,Spring,West Coast,3/17/2024,85.87,48.65,0.29,96.08,10,Navy,Mesh,Zappos,Store_28
PU-BOT-Y-307,Puma,Puma Tough Terrain (Youth),Boots,Youth,Spring,Northeast,3/2/2025,80.22,75.53,0.25,75.03,5Y,Brown,Suede,Nike Store,Store_83
NB-RUN-W-308,New Balance,New Balance Speed Boost Elite (Women's),Running,Women's,Fall,Northeast,10/15/2024,164.51,74.34,0.36,142.57,10,Red,Mesh,Dick's Sporting Goods,Store_77
AD-TRN-U-309,Adidas,Adidas Iron Sole (Unisex),Training,Unisex,Spring,Southwest,3/14/2024,121.19,63.78,0.37,110.77,7,Brown,Mesh,Dick's Sporting Goods,Store_77
SK-CSL-Y-310,Skechers,Skechers Chill Step (Youth),Casual,Youth,Spring,West Coast,3/8/2024,35.72,25.91,0.23,34.46,5Y,Multicolor,Canvas,Dick's Sporting Goods,Store_50
BR-CSL-M-311,Brooks,Brooks Weekender (Men's),Casual,Men's,Fall,South,9/3/2024,61.16,45.74,0.38,71.91,12,Multicolor,Canvas,DSW,Store_12
BR-BOT-Y-312,Brooks,Brooks Storm Shield (Youth),Boots,Youth,Summer,Northeast,7/14/2024,86.98,71.48,0.36,75,5Y,Tan,Suede,Kohl's,Store_99
CV-BSK-U-313,Converse,Converse Air Slam (Unisex),Basketball,Unisex,Fall,South,11/2/2024,147.76,97.24,0.25,132.83,12,Brown,Leather,DSW,Store_37
NK-BSK-M-314,Nike,Nike Rise Elite (Men's),Basketball,Men's,Winter,West Coast,2/24/2024,106.85,51.75,0.37,91.61,10.5,Navy,Mesh,Dick's Sporting Goods,Store_47
BR-SND-Y-315,Brooks,Brooks Beach Cruiser (Youth),Sandals,Youth,Fall,West Coast,10/13/2024,29.61,27.32,0.29,30.29,7Y,Green,Synthetic,Nike Store,Store_48
BR-CSL-M-316,Brooks,Brooks Weekender (Men's),Casual,Men's,Winter,South,2/14/2025,56.38,41.82,0.35,61.99,9.5,Gray,Canvas,Dick's Sporting Goods,Store_44
NK-BSK-W-317,Nike,Nike Court Vision (Women's),Basketball,Women's,Summer,West Coast,7/8/2024,120.81,47.04,0.29,99.49,6.5,Green,Leather,Zappos,Store_29
CV-HIK-M-318,Converse,Converse Alpine Step (Men's),Hiking,Men's,Winter,South,2/15/2025,91.89,73.91,0.22,88.45,8,Brown,Synthetic,Amazon,Store_85
PU-CSL-M-319,Puma,Puma Urban Walker (Men's),Casual,Men's,Summer,Midwest,6/29/2024,58.64,46.11,0.28,68.53,8.5,Black,Leather,Zappos,Store_52
AD-BSK-Y-320,Adidas,Adidas Court Vision (Youth),Basketball,Youth,Spring,Southwest,4/9/2024,75.03,70.65,0.32,82.02,5.5Y,Blue,Synthetic,Amazon,Store_78
VN-BSK-M-321,Vans,Vans Air Slam (Men's),Basketball,Men's,Winter,Southwest,2/20/2025,123.68,91.98,0.23,124.99,12,Blue,Leather,Zappos,Store_69
AS-TRN-Y-322,ASICS,ASICS Flex Force (Youth),Training,Youth,Spring,West Coast,5/12/2024,58.74,34.7,0.33,53.38,3.5Y,Brown,Knit,Kohl's,Store_15
PU-SND-U-323,Puma,Puma Comfort Float (Unisex),Sandals,Unisex,Spring,Midwest,5/27/2024,24.59,16.23,0.31,28,11,Tan,Rubber,Zappos,Store_32
NB-LFS-Y-324,New Balance,New Balance Heritage Runner (Youth),Lifestyle,Youth,Winter,Midwest,1/12/2025,39.85,35.99,0.34,43.01,4.5Y,Multicolor,Suede,Amazon,Store_64
PU-TRN-Y-325,Puma,Puma Cross Trainer X (Youth),Training,Youth,Spring,South,3/14/2025,68.63,53.66,0.23,63.57,7Y,White,Mesh,Foot Locker,Store_98
AS-HIK-U-326,ASICS,ASICS Ridge Runner (Unisex),Hiking,Unisex,Fall,South,9/26/2024,157.22,87.96,0.31,151.77,7,Red,Synthetic,Nike Store,Store_07
BR-CSL-U-327,Brooks,Brooks City Stroll (Unisex),Casual,Unisex,Winter,Northeast,12/11/2024,50.7,29.59,0.33,47.09,8,Tan,Synthetic,Foot Locker,Store_02
SK-CSL-Y-328,Skechers,Skechers Daily Comfort (Youth),Casual,Youth,Summer,South,8/5/2024,37.28,29.58,0.3,31.97,6Y,Brown,Suede,Nike Store,Store_64
SK-LFS-W-329,Skechers,Skechers Heritage Runner (Women's),Lifestyle,Women's,Fall,Southwest,10/11/2024,78.34,45.29,0.25,65.02,6.5,Multicolor,Leather,Zappos,Store_31
NB-LFS-M-330,New Balance,New Balance Modern Icon (Men's),Lifestyle,Men's,Summer,South,6/2/2024,48.9,38.04,0.36,55.15,12,Brown,Leather,Academy Sports,Store_63
NB-RUN-W-331,New Balance,New Balance FlexRun 2.0 (Women's),Running,Women's,Summer,Midwest,7/3/2024,93.52,69.94,0.37,109.08,8.5,White,Knit,Zappos,Store_47
AD-SND-W-332,Adidas,Adidas Comfort Float (Women's),Sandals,Women's,Winter,Southwest,12/10/2024,27.58,26.25,0.37,31.38,8,Tan,Rubber,Academy Sports,Store_42
CV-HIK-U-333,Converse,Converse Summit Grip (Unisex),Hiking,Unisex,Winter,South,2/10/2024,60.61,56.1,0.23,63.28,11,Blue,Synthetic,Dick's Sporting Goods,Store_10
SK-BOT-Y-334,Skechers,Skechers Urban Chelsea (Youth),Boots,Youth,Spring,West Coast,4/4/2024,97.39,105.23,0.22,103.27,7Y,Multicolor,Synthetic,Dick's Sporting Goods,Store_22
AD-TRN-W-335,Adidas,Adidas Cross Trainer X (Women's),Training,Women's,Winter,West Coast,1/29/2025,77.28,47.88,0.37,81.6,9.5,White,Mesh,Foot Locker,Store_04
NB-BSK-U-336,New Balance,New Balance Hoop Legend (Unisex),Basketball,Unisex,Spring,Midwest,3/5/2024,79.64,50.27,0.36,72.7,8,Navy,Mesh,Kohl's,Store_81
RB-LFS-U-337,Reebok,Reebok Street Edge (Unisex),Lifestyle,Unisex,Fall,Southwest,11/1/2024,75.95,46.26,0.32,75.13,7,Tan,Knit,Nike Store,Store_76
VN-HIK-Y-338,Vans,Vans Ridge Runner (Youth),Hiking,Youth,Summer,West Coast,7/30/2024,82.06,60.99,0.24,71.25,7Y,Navy,Leather,Zappos,Store_47
NB-SND-Y-339,New Balance,New Balance Comfort Float (Youth),Sandals,Youth,Winter,West Coast,1/5/2024,34.48,32.38,0.35,30.12,7Y,Black,Synthetic,Kohl's,Store_39
VN-SND-W-340,Vans,Vans Comfort Float (Women's),Sandals,Women's,Winter,West Coast,1/12/2025,28.73,29.5,0.31,32.67,7.5,Green,Leather,Nike Store,Store_92
PU-HIK-Y-341,Puma,Puma Terrain Master (Youth),Hiking,Youth,Spring,Southwest,5/28/2024,72.21,53.52,0.28,65.1,4Y,Green,Leather,Nike Store,Store_18
AS-TRN-Y-342,ASICS,ASICS Gym Pro (Youth),Training,Youth,Spring,Northeast,5/24/2024,58.23,42.77,0.34,62.2,3.5Y,Black,Knit,Nike Store,Store_14
NB-RUN-U-343,New Balance,New Balance Ultra Stride (Unisex),Running,Unisex,Summer,South,8/25/2024,129.03,77.73,0.24,114.42,12,Green,Knit,Kohl's,Store_48
NB-RUN-Y-344,New Balance,New Balance Air Runner Pro (Youth),Running,Youth,Winter,West Coast,2/22/2025,88.74,59.75,0.24,79.63,4.5Y,Tan,Knit,Amazon,Store_33
BR-LFS-W-345,Brooks,Brooks Heritage Runner (Women's),Lifestyle,Women's,Summer,Northeast,7/18/2024,107.62,55.26,0.29,99.39,10,Brown,Canvas,Amazon,Store_61
NK-BSK-Y-346,Nike,Nike Rise Elite (Youth),Basketball,Youth,Spring,West Coast,4/21/2024,127,103.32,0.31,148.44,6Y,Red,Leather,Foot Locker,Store_86
SK-BSK-U-347,Skechers,Skechers Court Dominator (Unisex),Basketball,Unisex,Fall,South,11/1/2024,76.49,51.76,0.31,73.91,12,Black,Mesh,Kohl's,Store_89
CV-SND-M-348,Converse,Converse Summer Stride (Men's),Sandals,Men's,Fall,Northeast,9/6/2024,29.81,19.58,0.32,26.38,12,Gray,Synthetic,DSW,Store_17
AS-TRN-M-349,ASICS,ASICS PowerFit (Men's),Training,Men's,Summer,West Coast,8/12/2024,106.83,54.36,0.32,100.81,8,Gray,Synthetic,Kohl's,Store_91
VN-SND-Y-350,Vans,Vans Summer Stride (Youth),Sandals,Youth,Spring,West Coast,3/20/2024,33.58,24.79,0.31,32.99,4.5Y,Multicolor,Synthetic,DSW,Store_68
VN-BOT-W-351,Vans,Vans Classic Lace-Up (Women's),Boots,Women's,Winter,Northeast,2/2/2024,191.57,92.11,0.27,183.51,7.5,Blue,Synthetic,Academy Sports,Store_93
AS-CSL-Y-352,ASICS,ASICS Weekender (Youth),Casual,Youth,Spring,Midwest,3/3/2025,56.67,55.76,0.27,63.7,4Y,Blue,Canvas,DSW,Store_06
PU-BSK-M-353,Puma,Puma Rise Elite (Men's),Basketball,Men's,Summer,Southwest,7/6/2024,100.84,55.91,0.32,84.68,11.5,Green,Mesh,Zappos,Store_07
AS-BSK-U-354,ASICS,ASICS Air Slam (Unisex),Basketball,Unisex,Winter,Northeast,1/30/2024,127.66,93.89,0.28,145.72,9,Tan,Mesh,Academy Sports,Store_91
SK-BSK-W-355,Skechers,Skechers Court Dominator (Women's),Basketball,Women's,Spring,Southwest,4/8/2024,104.23,75.15,0.23,113.76,7.5,White,Mesh,Dick's Sporting Goods,Store_25
VN-BOT-M-356,Vans,Vans Urban Chelsea (Men's),Boots,Men's,Winter,Southwest,2/9/2025,96.07,60.09,0.25,105.74,11,Brown,Synthetic,DSW,Store_22
CV-LFS-Y-357,Converse,Converse City Stepper (Youth),Lifestyle,Youth,Summer,Midwest,6/14/2024,59.28,52.34,0.27,52.31,6.5Y,Blue,Suede,Dick's Sporting Goods,Store_93
SK-SND-U-358,Skechers,Skechers Arch Support Plus (Unisex),Sandals,Unisex,Winter,West Coast,1/9/2024,27.93,26.42,0.34,29.06,6,Black,Synthetic,Zappos,Store_77
PU-TRN-Y-359,Puma,Puma Flex Force (Youth),Training,Youth,Summer,Northeast,8/23/2024,62.72,46.23,0.24,58.87,4.5Y,Red,Knit,DSW,Store_05
PU-HIK-Y-360,Puma,Puma Ridge Runner (Youth),Hiking,Youth,Summer,Northeast,6/15/2024,131.97,87.65,0.24,119.41,5Y,Green,Gore-Tex,DSW,Store_93
CV-BSK-Y-361,Converse,Converse Rise Elite (Youth),Basketball,Youth,Summer,Northeast,6/20/2024,90.99,63.92,0.3,77.7,4Y,Multicolor,Synthetic,Foot Locker,Store_99
PU-RUN-U-362,Puma,Puma Ultra Stride (Unisex),Running,Unisex,Fall,Northeast,9/14/2024,170.16,77.77,0.24,139.59,8,Tan,Mesh,Nike Store,Store_42
AS-BSK-W-363,ASICS,ASICS Air Slam (Women's),Basketball,Women's,Summer,West Coast,8/31/2024,133.24,78,0.25,151.16,7,Green,Leather,Academy Sports,Store_11
VN-BOT-W-364,Vans,Vans Tough Terrain (Women's),Boots,Women's,Fall,South,10/19/2024,98.7,61.14,0.28,104.88,9.5,Tan,Leather,Dick's Sporting Goods,Store_84
AD-HIK-U-365,Adidas,Adidas Alpine Step (Unisex),Hiking,Unisex,Summer,Midwest,7/6/2024,98.97,65.42,0.3,115.22,6,Multicolor,Leather,Dick's Sporting Goods,Store_55
SK-CSL-Y-366,Skechers,Skechers Weekender (Youth),Casual,Youth,Spring,Southwest,4/12/2024,48.35,46.67,0.22,54.83,7Y,Multicolor,Leather,Foot Locker,Store_30
NK-TRN-W-367,Nike,Nike Cross Trainer X (Women's),Training,Women's,Summer,Midwest,8/29/2024,56.51,32.91,0.31,61.06,6.5,Blue,Knit,Zappos,Store_58
VN-HIK-U-368,Vans,Vans Alpine Step (Unisex),Hiking,Unisex,Fall,Southwest,10/25/2024,125.67,93.3,0.27,144.08,11,Gray,Gore-Tex,Foot Locker,Store_49
PU-HIK-M-369,Puma,Puma Alpine Step (Men's),Hiking,Men's,Spring,West Coast,3/12/2025,153.31,93.64,0.27,159.99,11,Black,Leather,Zappos,Store_85
BR-TRN-U-370,Brooks,Brooks Flex Force (Unisex),Training,Unisex,Spring,Southwest,4/11/2024,83.48,52.03,0.31,97.3,9,White,Synthetic,DSW,Store_24
PU-HIK-Y-371,Puma,Puma Peak Walker (Youth),Hiking,Youth,Fall,West Coast,11/16/2024,89.26,63.12,0.36,93.75,6Y,Gray,Leather,Academy Sports,Store_46
NK-HIK-U-372,Nike,Nike Ridge Runner (Unisex),Hiking,Unisex,Winter,Northeast,12/2/2024,98.79,54.86,0.38,89.74,7,Red,Leather,Academy Sports,Store_51
PU-BOT-W-373,Puma,Puma Heritage Work Boot (Women's),Boots,Women's,Spring,Southwest,3/8/2024,94.43,61.85,0.24,82.4,8.5,Green,Suede,Kohl's,Store_70
NB-HIK-W-374,New Balance,New Balance Summit Grip (Women's),Hiking,Women's,Fall,West Coast,9/29/2024,215.94,95.43,0.26,183.71,8.5,Multicolor,Leather,DSW,Store_72
NK-SND-U-375,Nike,Nike Summer Stride (Unisex),Sandals,Unisex,Winter,West Coast,2/2/2025,28.58,18.51,0.3,23.53,12,Brown,Synthetic,Zappos,Store_20
CV-HIK-W-376,Converse,Converse Summit Grip (Women's),Hiking,Women's,Winter,Southwest,12/18/2024,114.19,86.99,0.22,111.57,6,Navy,Gore-Tex,Academy Sports,Store_11
RB-CSL-U-377,Reebok,Reebok Weekender (Unisex),Casual,Unisex,Summer,West Coast,7/28/2024,84.33,49.52,0.22,84.09,7,Gray,Leather,Amazon,Store_05
PU-TRN-M-378,Puma,Puma Iron Sole (Men's),Training,Men's,Summer,South,8/6/2024,76.1,48.19,0.23,76.81,10.5,Multicolor,Synthetic,Kohl's,Store_32
RB-BOT-M-379,Reebok,Reebok All-Weather Boot (Men's),Boots,Men's,Fall,Southwest,10/2/2024,134.26,74.51,0.32,128.98,8,Brown,Suede,Amazon,Store_67
NK-TRN-Y-380,Nike,Nike Iron Sole (Youth),Training,Youth,Spring,West Coast,5/30/2024,80.16,56.53,0.29,88.81,7Y,Red,Synthetic,Nike Store,Store_55
AS-BSK-M-381,ASICS,ASICS Court Vision (Men's),Basketball,Men's,Summer,South,8/18/2024,90.9,43.57,0.3,76.94,11,Tan,Leather,Dick's Sporting Goods,Store_42
AS-BSK-Y-382,ASICS,ASICS Rise Elite (Youth),Basketball,Youth,Winter,Midwest,12/27/2024,77.8,70.31,0.29,78.42,4Y,Gray,Mesh,DSW,Store_15
VN-CSL-U-383,Vans,Vans Weekender (Unisex),Casual,Unisex,Spring,Southwest,3/20/2025,37.44,27.21,0.3,38.84,8,Black,Leather,Nike Store,Store_21
AS-HIK-W-384,ASICS,ASICS Summit Grip (Women's),Hiking,Women's,Fall,Northeast,9/11/2024,194.64,90.77,0.32,165.43,8,Navy,Leather,Foot Locker,Store_59
PU-TRN-U-385,Puma,Puma Iron Sole (Unisex),Training,Unisex,Fall,West Coast,10/7/2024,72.49,43.12,0.31,78.21,10,Brown,Mesh,Foot Locker,Store_32
NB-CSL-M-386,New Balance,New Balance Street Classic (Men's),Casual,Men's,Winter,Midwest,2/14/2024,35.23,23.77,0.3,32.07,13,Gray,Canvas,Zappos,Store_43
CV-CSL-U-387,Converse,Converse Daily Comfort (Unisex),Casual,Unisex,Summer,Southwest,7/7/2024,96.82,54.31,0.3,83.32,12,Black,Canvas,Zappos,Store_42
AD-HIK-U-388,Adidas,Adidas Trail Blazer (Unisex),Hiking,Unisex,Spring,South,4/17/2024,154.38,82.79,0.35,137.84,10,Red,Synthetic,Dick's Sporting Goods,Store_68
VN-BSK-U-389,Vans,Vans Rise Elite (Unisex),Basketball,Unisex,Fall,Southwest,9/26/2024,137.16,78.23,0.28,127.32,10,Red,Synthetic,Academy Sports,Store_34
AS-LFS-U-390,ASICS,ASICS City Stepper (Unisex),Lifestyle,Unisex,Winter,South,1/13/2024,68.33,46.6,0.35,73.73,7,Navy,Suede,Foot Locker,Store_16
CV-BOT-U-391,Converse,Converse Urban Chelsea (Unisex),Boots,Unisex,Fall,Northeast,11/23/2024,109.12,61.48,0.23,113.21,12,Blue,Synthetic,Amazon,Store_02
VN-SND-M-392,Vans,Vans Coastal Drift (Men's),Sandals,Men's,Spring,Northeast,4/9/2024,46.3,21.93,0.24,38.94,11,Blue,Leather,Foot Locker,Store_23
NK-CSL-U-393,Nike,Nike City Stroll (Unisex),Casual,Unisex,Winter,South,1/29/2024,81.61,52.06,0.32,84.42,9,Brown,Suede,Dick's Sporting Goods,Store_96
VN-RUN-W-394,Vans,Vans CloudRun X (Women's),Running,Women's,Spring,Southwest,3/6/2025,73.47,39.78,0.33,63.24,6.5,Blue,Knit,Nike Store,Store_36
CV-BOT-W-395,Converse,Converse All-Weather Boot (Women's),Boots,Women's,Summer,Southwest,7/30/2024,65.71,53.82,0.31,56.8,8.5,Red,Synthetic,Foot Locker,Store_35
SK-TRN-Y-396,Skechers,Skechers Cross Trainer X (Youth),Training,Youth,Fall,South,9/16/2024,32.51,33,0.27,35.32,5Y,Blue,Mesh,DSW,Store_57
AS-HIK-Y-397,ASICS,ASICS Trail Blazer (Youth),Hiking,Youth,Winter,South,1/19/2024,59.67,70.97,0.34,70.07,4.5Y,Tan,Gore-Tex,Amazon,Store_93
NK-BSK-Y-398,Nike,Nike Court Dominator (Youth),Basketball,Youth,Winter,West Coast,1/23/2025,76.21,61.67,0.4,82.73,5.5Y,White,Mesh,Foot Locker,Store_74
SK-SND-U-399,Skechers,Skechers Summer Stride (Unisex),Sandals,Unisex,Fall,Northeast,11/14/2024,39.29,27.43,0.21,37.3,8,Gray,Rubber,DSW,Store_02
SK-CSL-Y-400,Skechers,Skechers Urban Walker (Youth),Casual,Youth,Summer,Southwest,8/15/2024,24.93,23.83,0.2,28.7,5.5Y,Gray,Canvas,Academy Sports,Store_70
BR-RUN-M-401,Brooks,Brooks FlexRun 2.0 (Men's),Running,Men's,Summer,West Coast,7/1/2024,115.52,55.81,0.36,105.19,13,Gray,Synthetic,Kohl's,Store_79
VN-BSK-U-402,Vans,Vans Hoop Legend (Unisex),Basketball,Unisex,Summer,Southwest,6/7/2024,124.69,85.12,0.29,133.26,9,White,Mesh,DSW,Store_59
PU-CSL-Y-403,Puma,Puma Weekender (Youth),Casual,Youth,Winter,Midwest,1/16/2024,28.86,24.35,0.24,24.82,6Y,Gray,Suede,Kohl's,Store_63
SK-SND-W-404,Skechers,Skechers Sun Slide (Women's),Sandals,Women's,Fall,Southwest,11/28/2024,21.06,15.7,0.24,19.71,6.5,Green,Synthetic,Academy Sports,Store_72
PU-TRN-W-405,Puma,Puma Iron Sole (Women's),Training,Women's,Fall,West Coast,10/17/2024,117.92,63.49,0.3,107.67,7.5,White,Synthetic,Dick's Sporting Goods,Store_56
AD-LFS-M-406,Adidas,Adidas City Stepper (Men's),Lifestyle,Men's,Spring,Southwest,3/31/2024,76.98,40.32,0.32,69.75,12,Brown,Suede,DSW,Store_57
CV-BOT-Y-407,Converse,Converse Storm Shield (Youth),Boots,Youth,Winter,West Coast,1/21/2025,112.74,90.62,0.2,124.55,5Y,Black,Leather,Nike Store,Store_75
VN-HIK-U-408,Vans,Vans Ridge Runner (Unisex),Hiking,Unisex,Fall,Southwest,10/18/2024,178.74,87.72,0.29,149.38,7,Brown,Leather,Academy Sports,Store_39
RB-BSK-M-409,Reebok,Reebok Court Vision (Men's),Basketball,Men's,Fall,Southwest,10/8/2024,197.36,102.98,0.22,162.82,10,Green,Leather,Foot Locker,Store_48
AD-HIK-M-410,Adidas,Adidas Peak Walker (Men's),Hiking,Men's,Summer,South,7/14/2024,101.81,69.76,0.29,112.94,10.5,Multicolor,Synthetic,Dick's Sporting Goods,Store_52
VN-BOT-Y-411,Vans,Vans Heritage Work Boot (Youth),Boots,Youth,Winter,West Coast,2/6/2024,158.89,91.44,0.22,145.31,4.5Y,Red,Synthetic,Nike Store,Store_02
NB-BSK-W-412,New Balance,New Balance Bounce Pro (Women's),Basketball,Women's,Summer,West Coast,8/5/2024,134.1,76.78,0.3,145.96,7,Multicolor,Synthetic,Kohl's,Store_66
CV-RUN-U-413,Converse,Converse CloudRun X (Unisex),Running,Unisex,Winter,South,1/20/2024,88.37,70.38,0.28,85.95,9,Tan,Knit,Academy Sports,Store_05
AD-CSL-Y-414,Adidas,Adidas Chill Step (Youth),Casual,Youth,Winter,West Coast,1/14/2025,63.41,45.89,0.35,60.42,5Y,White,Canvas,Kohl's,Store_81
CV-HIK-M-415,Converse,Converse Ridge Runner (Men's),Hiking,Men's,Winter,Midwest,1/10/2025,76.97,64.58,0.24,80.26,11.5,Black,Synthetic,Kohl's,Store_74
NB-RUN-Y-416,New Balance,New Balance Ultra Stride (Youth),Running,Youth,Winter,Southwest,1/27/2024,75.22,75.41,0.28,87.46,7Y,Black,Synthetic,Nike Store,Store_74
AS-BSK-W-417,ASICS,ASICS Court Dominator (Women's),Basketball,Women's,Spring,Southwest,3/15/2025,114.98,58.19,0.34,96.89,7,Red,Synthetic,Zappos,Store_36
NB-LFS-Y-418,New Balance,New Balance Street Edge (Youth),Lifestyle,Youth,Winter,South,2/13/2024,90.83,66.69,0.32,78.31,4.5Y,Navy,Knit,Foot Locker,Store_44
BR-BOT-W-419,Brooks,Brooks Storm Shield (Women's),Boots,Women's,Spring,West Coast,5/15/2024,146.6,98.62,0.27,146.96,8.5,Gray,Leather,Foot Locker,Store_83
SK-LFS-W-420,Skechers,Skechers Vintage Wave (Women's),Lifestyle,Women's,Spring,West Coast,3/21/2025,79.14,45.39,0.24,79.83,8,Green,Knit,Nike Store,Store_68
RB-RUN-M-421,Reebok,Reebok CloudRun X (Men's),Running,Men's,Spring,Southwest,5/18/2024,84.87,53.22,0.23,85.32,13,Blue,Knit,Zappos,Store_43
PU-TRN-Y-422,Puma,Puma PowerFit (Youth),Training,Youth,Summer,South,7/29/2024,38.31,35.91,0.23,41.14,3.5Y,Tan,Mesh,DSW,Store_02
SK-HIK-W-423,Skechers,Skechers Trail Blazer (Women's),Hiking,Women's,Fall,Northeast,11/22/2024,97.17,54.09,0.33,90.5,6,Multicolor,Leather,Amazon,Store_77
BR-CSL-M-424,Brooks,Brooks Daily Comfort (Men's),Casual,Men's,Winter,South,1/28/2025,54.2,37.37,0.38,55.9,8.5,Red,Synthetic,Kohl's,Store_36
NB-BSK-Y-425,New Balance,New Balance Bounce Pro (Youth),Basketball,Youth,Spring,Northeast,4/1/2024,102.7,69.76,0.31,95.46,3.5Y,Green,Synthetic,Zappos,Store_34
NB-LFS-M-426,New Balance,New Balance City Stepper (Men's),Lifestyle,Men's,Winter,South,1/1/2025,60.02,38.36,0.24,53.63,13,Green,Leather,DSW,Store_57
AS-RUN-U-427,ASICS,ASICS CloudRun X (Unisex),Running,Unisex,Spring,South,3/18/2024,134.2,77.9,0.37,128.95,11,Black,Mesh,Dick's Sporting Goods,Store_35
AS-LFS-U-428,ASICS,ASICS Vintage Wave (Unisex),Lifestyle,Unisex,Winter,West Coast,2/22/2025,126.76,59.19,0.26,104.17,6,White,Leather,Dick's Sporting Goods,Store_89
RB-HIK-U-429,Reebok,Reebok Alpine Step (Unisex),Hiking,Unisex,Spring,Northeast,3/6/2025,117.93,70.98,0.32,128.84,10,White,Synthetic,Academy Sports,Store_11
NK-BOT-W-430,Nike,Nike Storm Shield (Women's),Boots,Women's,Fall,Midwest,11/19/2024,125,77.34,0.31,145.45,8.5,Green,Leather,Kohl's,Store_11
CV-TRN-U-431,Converse,Converse Cross Trainer X (Unisex),Training,Unisex,Spring,West Coast,3/3/2025,98.51,64.47,0.32,100.98,8,Tan,Knit,Kohl's,Store_69
RB-RUN-U-432,Reebok,Reebok Speed Boost Elite (Unisex),Running,Unisex,Fall,Northeast,10/23/2024,94.48,51.28,0.23,91.65,11,Tan,Knit,Nike Store,Store_95
NK-LFS-M-433,Nike,Nike Vintage Wave (Men's),Lifestyle,Men's,Winter,South,2/24/2025,100.47,59.75,0.34,94.01,9,Gray,Canvas,Foot Locker,Store_40
AD-BSK-U-434,Adidas,Adidas Court Vision (Unisex),Basketball,Unisex,Summer,Southwest,6/21/2024,169.08,93.13,0.4,174.32,12,Navy,Leather,Amazon,Store_55
CV-CSL-Y-435,Converse,Converse Street Classic (Youth),Casual,Youth,Spring,South,5/20/2024,31.27,27.08,0.25,29.65,6Y,Multicolor,Leather,DSW,Store_16
AS-TRN-M-436,ASICS,ASICS Cross Trainer X (Men's),Training,Men's,Winter,South,2/11/2024,48.44,32.25,0.27,44.39,9,Multicolor,Synthetic,Foot Locker,Store_63
SK-BOT-U-437,Skechers,Skechers Heritage Work Boot (Unisex),Boots,Unisex,Spring,South,5/2/2024,113.6,110.85,0.29,123.94,8,Gray,Synthetic,Kohl's,Store_53
AS-BSK-Y-438,ASICS,ASICS Bounce Pro (Youth),Basketball,Youth,Fall,Midwest,9/28/2024,162.9,103.54,0.33,134.06,5Y,Black,Mesh,Amazon,Store_16
VN-TRN-U-439,Vans,Vans PowerFit (Unisex),Training,Unisex,Spring,South,3/8/2025,112.79,70.74,0.26,102.73,6,Black,Mesh,Nike Store,Store_88
NK-RUN-Y-440,Nike,Nike Speed Boost Elite (Youth),Running,Youth,Winter,Midwest,2/23/2024,105.82,80.2,0.41,92.77,6Y,Green,Knit,Kohl's,Store_06
AS-BSK-M-441,ASICS,ASICS Rise Elite (Men's),Basketball,Men's,Spring,South,4/11/2024,117.54,89.07,0.37,131.96,13,Brown,Mesh,Academy Sports,Store_54
